,category,amt,first,last,gender,street,city,state,lat,long,merch_lat,merch_long,is_fraud,trans_datetime,age,geometry
1980,misc_pos,6.3,Susan,Garcia,F,582 Rodriguez Wells,Albuquerque,NM,35.1506,-106.569,35.802013,-106.302231,1,2019-05-11 00:50:28,49,POINT (-106.302231 35.802013)
1981,shopping_pos,830.38,Susan,Garcia,F,582 Rodriguez Wells,Albuquerque,NM,35.1506,-106.569,35.678266,-106.273871,1,2019-05-11 00:57:37,49,POINT (-106.273871 35.678266)
1982,shopping_pos,772.65,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,41.5744,-75.5881,42.001193,-76.019716,1,2019-05-11 01:26:15,44,POINT (-76.019716 42.001193)
1983,gas_transport,6.38,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,32.8357,-79.8217,32.191323,-80.357341,1,2019-05-11 02:11:21,28,POINT (-80.357341 32.191323)
1984,grocery_pos,338.29,Susan,Garcia,F,582 Rodriguez Wells,Albuquerque,NM,35.1506,-106.569,35.067209000000005,-105.966085,1,2019-05-11 02:24:36,49,POINT (-105.966085 35.067209000000005)
1985,grocery_pos,335.39,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,41.5744,-75.5881,40.838544,-74.887739,1,2019-05-11 03:27:50,44,POINT (-74.887739 40.838544)
1986,misc_pos,6.8,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,41.5744,-75.5881,41.300012,-76.102994,1,2019-05-11 03:50:56,44,POINT (-76.102994 41.300012)
1987,grocery_pos,315.39,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,32.8357,-79.8217,32.61373,-80.01530100000001,1,2019-05-11 08:22:15,28,POINT (-80.01530100000001 32.61373)
1988,health_fitness,18.85,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,41.5744,-75.5881,41.513291,-75.31302099999999,1,2019-05-11 15:26:22,44,POINT (-75.31302099999999 41.513291)
1989,shopping_pos,760.07,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,32.8357,-79.8217,32.558188,-80.731085,1,2019-05-11 22:20:17,28,POINT (-80.731085 32.558188)
1990,kids_pets,22.32,Susan,Garcia,F,582 Rodriguez Wells,Albuquerque,NM,35.1506,-106.569,34.838258,-107.559497,1,2019-05-11 22:40:56,49,POINT (-107.559497 34.838258)
1991,personal_care,19.17,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,41.5744,-75.5881,42.115722,-74.69636899999999,1,2019-05-11 23:02:23,44,POINT (-74.69636899999999 42.115722)
1992,kids_pets,19.94,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,41.5744,-75.5881,41.915976,-74.888777,1,2019-05-11 23:15:47,44,POINT (-74.888777 41.915976)
1993,kids_pets,18.84,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,41.5744,-75.5881,40.981943,-75.56741099999999,1,2019-05-11 23:24:35,44,POINT (-75.56741099999999 40.981943)
1994,health_fitness,26.14,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,41.5744,-75.5881,42.131471000000005,-74.870356,1,2019-05-11 23:49:06,44,POINT (-74.870356 42.131471000000005)
1995,entertainment,535.28,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,32.8357,-79.8217,33.558906,-79.781722,1,2019-05-11 23:59:40,28,POINT (-79.781722 33.558906)
1996,misc_net,808.21,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,46.3535,-86.6345,45.365781,-87.39419000000001,1,2019-05-12 00:00:55,53,POINT (-87.39419000000001 45.365781)
1997,misc_pos,899.1,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,46.3535,-86.6345,47.318087,-86.089324,1,2019-05-12 00:02:14,53,POINT (-86.089324 47.318087)
1998,gas_transport,10.79,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,46.3535,-86.6345,47.026068,-86.2293,1,2019-05-12 00:10:02,53,POINT (-86.2293 47.026068)
1999,shopping_net,1016.88,Susan,Garcia,F,582 Rodriguez Wells,Albuquerque,NM,35.1506,-106.569,35.555771,-105.850349,1,2019-05-12 00:49:55,49,POINT (-105.850349 35.555771)
2000,grocery_net,11.16,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,32.8357,-79.8217,31.900887,-80.497073,1,2019-05-12 00:57:41,28,POINT (-80.497073 31.900887)
2001,entertainment,494.73,Susan,Garcia,F,582 Rodriguez Wells,Albuquerque,NM,35.1506,-106.569,34.743454,-106.144941,1,2019-05-12 01:17:35,49,POINT (-106.144941 34.743454)
2002,shopping_net,1152.92,Susan,Garcia,F,582 Rodriguez Wells,Albuquerque,NM,35.1506,-106.569,34.476275,-106.612729,1,2019-05-12 01:30:33,49,POINT (-106.612729 34.476275)
2003,entertainment,580.32,Susan,Garcia,F,582 Rodriguez Wells,Albuquerque,NM,35.1506,-106.569,34.307045,-106.993296,1,2019-05-12 01:49:56,49,POINT (-106.993296 34.307045)
2004,gas_transport,10.64,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,46.3535,-86.6345,45.778311,-87.607331,1,2019-05-12 02:06:51,53,POINT (-87.607331 45.778311)
2005,gas_transport,12.34,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,32.8357,-79.8217,33.361891,-79.058897,1,2019-05-12 04:49:40,28,POINT (-79.058897 33.361891)
2006,gas_transport,6.7,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,32.8357,-79.8217,33.484412,-80.001776,1,2019-05-12 06:31:47,28,POINT (-80.001776 33.484412)
2007,shopping_net,892.48,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,32.8357,-79.8217,33.289518,-79.000376,1,2019-05-12 15:47:10,28,POINT (-79.000376 33.289518)
2008,shopping_net,849.39,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,32.8357,-79.8217,32.498541,-80.613017,1,2019-05-12 16:21:37,28,POINT (-80.613017 32.498541)
2009,health_fitness,17.38,Susan,Garcia,F,582 Rodriguez Wells,Albuquerque,NM,35.1506,-106.569,34.611238,-106.078988,1,2019-05-12 17:09:15,49,POINT (-106.078988 34.611238)
2010,shopping_net,1006.63,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,41.0036,-78.1104,40.018017,-78.55789,1,2019-05-12 18:47:57,69,POINT (-78.55789 40.018017)
2011,shopping_net,993.66,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,38.2352,-104.66,38.93627,-104.177415,1,2019-05-12 22:04:37,37,POINT (-104.177415 38.93627)
2012,home,242.48,Susan,Garcia,F,582 Rodriguez Wells,Albuquerque,NM,35.1506,-106.569,35.557521,-107.278459,1,2019-05-12 22:46:47,49,POINT (-107.278459 35.557521)
2013,travel,1.91,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,41.0036,-78.1104,41.878766,-78.183931,1,2019-05-12 23:01:45,69,POINT (-78.183931 41.878766)
2014,shopping_pos,740.25,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,38.2352,-104.66,38.484692,-105.587525,1,2019-05-12 23:13:27,37,POINT (-105.587525 38.484692)
2015,shopping_net,1086.16,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,32.8357,-79.8217,32.204542,-80.233594,1,2019-05-12 23:21:00,28,POINT (-80.233594 32.204542)
2016,health_fitness,17.53,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,46.3535,-86.6345,46.763934000000006,-85.66601999999999,1,2019-05-12 23:21:08,53,POINT (-85.66601999999999 46.763934000000006)
2017,travel,8.74,Susan,Garcia,F,582 Rodriguez Wells,Albuquerque,NM,35.1506,-106.569,34.642188,-105.975287,1,2019-05-12 23:31:24,49,POINT (-105.975287 34.642188)
2018,kids_pets,20.57,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,46.3535,-86.6345,45.740042,-86.610212,1,2019-05-12 23:42:14,53,POINT (-86.610212 45.740042)
2019,personal_care,51.0,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,41.0036,-78.1104,41.439368,-78.018158,1,2019-05-12 23:50:49,69,POINT (-78.018158 41.439368)
2020,grocery_pos,276.33,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,38.2352,-104.66,38.428237,-104.291257,1,2019-05-13 00:13:39,37,POINT (-104.291257 38.428237)
2021,grocery_pos,299.87,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,38.2352,-104.66,38.857114,-105.043991,1,2019-05-13 01:12:42,37,POINT (-105.043991 38.857114)
2022,grocery_pos,289.58,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,38.2352,-104.66,37.509739,-104.29836,1,2019-05-13 01:34:53,37,POINT (-104.29836 37.509739)
2023,grocery_pos,341.59,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,46.3535,-86.6345,46.611634,-86.882529,1,2019-05-13 02:22:54,53,POINT (-86.882529 46.611634)
2024,grocery_pos,300.92,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,38.2352,-104.66,38.436271000000005,-105.34521,1,2019-05-13 03:20:22,37,POINT (-105.34521 38.436271000000005)
2025,shopping_pos,892.04,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,46.3535,-86.6345,45.614452,-87.107632,1,2019-05-13 03:23:39,53,POINT (-87.107632 45.614452)
2026,shopping_net,991.3,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,46.3535,-86.6345,45.712111,-86.906187,1,2019-05-13 03:56:49,53,POINT (-86.906187 45.712111)
2027,shopping_pos,701.48,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,38.2352,-104.66,38.269411,-103.709945,1,2019-05-13 16:54:58,37,POINT (-103.709945 38.269411)
2028,shopping_net,1059.44,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,38.2352,-104.66,37.95742,-105.093446,1,2019-05-13 22:19:23,37,POINT (-105.093446 37.95742)
2029,shopping_net,1123.17,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,38.2352,-104.66,37.753404,-103.950877,1,2019-05-13 23:10:05,37,POINT (-103.950877 37.753404)
2030,kids_pets,7.18,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,41.0036,-78.1104,41.518843,-77.396537,1,2019-05-13 23:30:03,69,POINT (-77.396537 41.518843)
2031,home,298.97,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,46.3535,-86.6345,47.193691,-86.722433,1,2019-05-13 23:42:50,53,POINT (-86.722433 47.193691)
2032,shopping_net,1079.81,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,38.2352,-104.66,37.811132,-105.182532,1,2019-05-13 23:57:50,37,POINT (-105.182532 37.811132)
2033,misc_net,690.66,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,34.3396,-89.5736,35.061103,-90.255845,1,2019-05-14 01:31:41,24,POINT (-90.255845 35.061103)
2034,grocery_pos,309.98,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,34.3396,-89.5736,34.974045000000004,-90.311485,1,2019-05-14 01:40:30,24,POINT (-90.311485 34.974045000000004)
2035,gas_transport,11.86,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,34.3396,-89.5736,33.396357,-89.183075,1,2019-05-14 02:05:22,24,POINT (-89.183075 33.396357)
2036,grocery_pos,295.36,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,34.3396,-89.5736,34.568443,-89.781151,1,2019-05-14 03:22:00,24,POINT (-89.781151 34.568443)
2037,shopping_net,887.07,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,34.3396,-89.5736,33.911615999999995,-89.679059,1,2019-05-14 22:43:09,24,POINT (-89.679059 33.911615999999995)
2038,shopping_pos,776.21,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,34.3396,-89.5736,34.512671000000005,-88.846171,1,2019-05-14 23:08:56,24,POINT (-88.846171 34.512671000000005)
2039,misc_pos,8.84,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,34.3396,-89.5736,34.711551,-90.101491,1,2019-05-14 23:28:45,24,POINT (-90.101491 34.711551)
2040,shopping_pos,936.42,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,34.3396,-89.5736,34.548939000000004,-90.335814,1,2019-05-14 23:32:39,24,POINT (-90.335814 34.548939000000004)
2041,misc_net,694.32,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,34.3396,-89.5736,34.148725,-89.31381400000001,1,2019-05-14 23:42:47,24,POINT (-89.31381400000001 34.148725)
2042,shopping_net,1015.2,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,34.3396,-89.5736,34.55069,-89.981414,1,2019-05-14 23:49:37,24,POINT (-89.981414 34.55069)
2043,gas_transport,11.91,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,34.3396,-89.5736,35.306453000000005,-89.147076,1,2019-05-15 00:57:33,24,POINT (-89.147076 35.306453000000005)
2044,grocery_pos,280.96,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,34.3396,-89.5736,35.127887,-89.314074,1,2019-05-15 01:25:39,24,POINT (-89.314074 35.127887)
2045,grocery_pos,334.72,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,34.347,-87.7154,34.917928,-87.458404,1,2019-05-15 01:45:53,72,POINT (-87.458404 34.917928)
2046,misc_net,750.57,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,34.3396,-89.5736,34.328915,-89.333422,1,2019-05-15 02:02:34,24,POINT (-89.333422 34.328915)
2047,gas_transport,6.81,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,34.3396,-89.5736,34.872931,-89.679913,1,2019-05-15 02:28:13,24,POINT (-89.679913 34.872931)
2048,shopping_net,1018.88,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,34.3396,-89.5736,34.30288,-90.531802,1,2019-05-15 13:31:12,24,POINT (-90.531802 34.30288)
2049,shopping_pos,1076.77,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,34.347,-87.7154,33.886520000000004,-87.694158,1,2019-05-15 14:18:16,72,POINT (-87.694158 33.886520000000004)
2050,shopping_net,984.26,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,34.3396,-89.5736,34.210722,-89.361923,1,2019-05-15 19:36:01,24,POINT (-89.361923 34.210722)
2051,grocery_pos,307.88,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,34.347,-87.7154,33.399597,-87.54431899999999,1,2019-05-15 22:09:12,72,POINT (-87.54431899999999 33.399597)
2052,grocery_pos,259.24,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,34.347,-87.7154,33.665301,-86.913299,1,2019-05-15 22:41:11,72,POINT (-86.913299 33.665301)
2053,shopping_net,1131.15,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,34.347,-87.7154,34.207454,-87.536328,1,2019-05-15 23:59:58,72,POINT (-87.536328 34.207454)
2054,grocery_pos,350.88,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,40.2967,-98.737,40.168247,-98.654576,1,2019-05-16 01:16:45,85,POINT (-98.654576 40.168247)
2055,gas_transport,22.57,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,40.2967,-98.737,40.465727,-99.673822,1,2019-05-16 01:20:14,85,POINT (-99.673822 40.465727)
2056,gas_transport,11.34,Sophia,Dickson,F,9047 Rodriguez Turnpike,Gibsonville,NC,36.1183,-79.5685,36.980322,-80.320403,1,2019-05-16 05:48:24,91,POINT (-80.320403 36.980322)
2057,misc_net,869.74,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,34.347,-87.7154,35.118673,-88.057686,1,2019-05-16 16:09:09,72,POINT (-88.057686 35.118673)
2058,shopping_net,964.17,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,34.347,-87.7154,34.766076,-87.91340500000001,1,2019-05-16 20:08:13,72,POINT (-87.91340500000001 34.766076)
2059,misc_net,874.45,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,40.2967,-98.737,40.535701,-98.963429,1,2019-05-16 22:03:23,85,POINT (-98.963429 40.535701)
2060,misc_net,784.69,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,40.2967,-98.737,40.297181,-98.356994,1,2019-05-16 22:14:57,85,POINT (-98.356994 40.297181)
2061,shopping_net,1000.56,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,34.347,-87.7154,33.846164,-87.790192,1,2019-05-16 22:34:15,72,POINT (-87.790192 33.846164)
2062,grocery_pos,288.45,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,34.347,-87.7154,34.701574,-88.686542,1,2019-05-16 23:01:24,72,POINT (-88.686542 34.701574)
2063,misc_net,823.01,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,34.347,-87.7154,35.202832,-88.274323,1,2019-05-16 23:25:45,72,POINT (-88.274323 35.202832)
2064,shopping_pos,989.16,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,34.347,-87.7154,34.928611,-88.65307,1,2019-05-16 23:28:49,72,POINT (-88.65307 34.928611)
2065,misc_net,803.64,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,40.2967,-98.737,39.35034,-98.888914,1,2019-05-16 23:54:36,85,POINT (-98.888914 39.35034)
2066,shopping_net,1016.56,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,34.347,-87.7154,33.503949,-88.578446,1,2019-05-16 23:55:12,72,POINT (-88.578446 33.503949)
2067,shopping_pos,823.49,Sophia,Dickson,F,9047 Rodriguez Turnpike,Gibsonville,NC,36.1183,-79.5685,36.75853,-79.51965600000001,1,2019-05-16 23:57:18,91,POINT (-79.51965600000001 36.75853)
2068,shopping_net,945.82,Sophia,Dickson,F,9047 Rodriguez Turnpike,Gibsonville,NC,36.1183,-79.5685,35.129876,-80.072758,1,2019-05-16 23:59:57,91,POINT (-80.072758 35.129876)
2069,grocery_pos,298.66,Sophia,Dickson,F,9047 Rodriguez Turnpike,Gibsonville,NC,36.1183,-79.5685,35.592890000000004,-80.133351,1,2019-05-17 00:23:23,91,POINT (-80.133351 35.592890000000004)
2070,gas_transport,8.27,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,38.5677,-109.5271,39.500255,-110.124889,1,2019-05-17 00:32:34,35,POINT (-110.124889 39.500255)
2071,gas_transport,21.11,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,40.2967,-98.737,39.760017,-98.829185,1,2019-05-17 01:06:48,85,POINT (-98.829185 39.760017)
2072,grocery_pos,288.62,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,38.5677,-109.5271,39.161336,-108.74083799999998,1,2019-05-17 02:35:31,35,POINT (-108.74083799999998 39.161336)
2073,gas_transport,7.81,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,38.5677,-109.5271,37.727841,-109.569386,1,2019-05-17 02:46:52,35,POINT (-109.569386 37.727841)
2074,gas_transport,6.94,Sophia,Dickson,F,9047 Rodriguez Turnpike,Gibsonville,NC,36.1183,-79.5685,35.880077,-79.116692,1,2019-05-17 02:50:23,91,POINT (-79.116692 35.880077)
2075,grocery_pos,351.2,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,38.2427,-122.9145,38.653491,-123.081267,1,2019-05-17 03:10:36,71,POINT (-123.081267 38.653491)
2076,gas_transport,23.84,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,38.2427,-122.9145,37.575484,-123.096167,1,2019-05-17 03:17:08,71,POINT (-123.096167 37.575484)
2077,grocery_pos,304.52,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,38.5677,-109.5271,39.402262,-109.386308,1,2019-05-17 06:16:45,35,POINT (-109.386308 39.402262)
2078,shopping_net,1069.68,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,40.2967,-98.737,39.319064,-97.869817,1,2019-05-17 13:42:11,85,POINT (-97.869817 39.319064)
2079,shopping_pos,874.29,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,40.2967,-98.737,39.98626,-98.881492,1,2019-05-17 22:01:56,85,POINT (-98.881492 39.98626)
2080,grocery_pos,303.68,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,40.2967,-98.737,39.647243,-98.558199,1,2019-05-17 22:08:07,85,POINT (-98.558199 39.647243)
2081,shopping_net,920.34,Sophia,Dickson,F,9047 Rodriguez Turnpike,Gibsonville,NC,36.1183,-79.5685,35.871499,-79.284284,1,2019-05-17 22:32:23,91,POINT (-79.284284 35.871499)
2082,shopping_net,1175.88,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,40.2967,-98.737,40.368226,-99.166069,1,2019-05-17 22:34:12,85,POINT (-99.166069 40.368226)
2083,grocery_pos,343.27,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,40.2967,-98.737,40.863615,-99.383553,1,2019-05-17 22:37:19,85,POINT (-99.383553 40.863615)
2084,shopping_net,873.24,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,38.2427,-122.9145,37.722091,-122.184361,1,2019-05-17 22:46:26,71,POINT (-122.184361 37.722091)
2085,shopping_net,1069.41,Sophia,Dickson,F,9047 Rodriguez Turnpike,Gibsonville,NC,36.1183,-79.5685,35.187093,-79.304202,1,2019-05-17 23:03:42,91,POINT (-79.304202 35.187093)
2086,food_dining,126.78,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,40.2967,-98.737,40.21357,-98.865731,1,2019-05-17 23:15:16,85,POINT (-98.865731 40.21357)
2087,shopping_net,1006.34,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,38.5677,-109.5271,39.423713,-109.706519,1,2019-05-17 23:26:24,35,POINT (-109.706519 39.423713)
2088,shopping_pos,1158.16,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,40.2967,-98.737,39.787016,-98.745168,1,2019-05-17 23:37:17,85,POINT (-98.745168 39.787016)
2089,misc_net,635.33,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,38.2427,-122.9145,38.637569,-122.32777,1,2019-05-17 23:55:38,71,POINT (-122.32777 38.637569)
2090,shopping_net,1026.88,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,38.2427,-122.9145,39.140867,-122.209983,1,2019-05-17 23:58:15,71,POINT (-122.209983 39.140867)
2091,shopping_net,1017.3,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,41.0767,-74.5982,41.503255,-74.441906,1,2019-05-18 01:37:09,31,POINT (-74.441906 41.503255)
2092,gas_transport,9.63,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,38.5677,-109.5271,37.959257,-109.800309,1,2019-05-18 01:56:24,35,POINT (-109.800309 37.959257)
2093,shopping_net,1217.09,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,41.0767,-74.5982,40.470793,-74.511901,1,2019-05-18 02:05:43,31,POINT (-74.511901 40.470793)
2094,grocery_pos,283.21,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,38.5677,-109.5271,37.870377000000005,-110.193522,1,2019-05-18 02:17:59,35,POINT (-110.193522 37.870377000000005)
2095,grocery_pos,352.09,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,41.0767,-74.5982,41.863686,-74.307518,1,2019-05-18 03:59:45,31,POINT (-74.307518 41.863686)
2096,grocery_pos,335.77,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,41.0767,-74.5982,41.001601,-74.42985,1,2019-05-18 05:58:52,31,POINT (-74.42985 41.001601)
2097,shopping_pos,827.78,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,38.2427,-122.9145,37.90017,-123.522281,1,2019-05-18 15:36:03,71,POINT (-123.522281 37.90017)
2098,shopping_pos,826.2,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,38.2427,-122.9145,37.496306,-123.892576,1,2019-05-18 20:50:13,71,POINT (-123.892576 37.496306)
2099,travel,9.94,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,41.0767,-74.5982,40.286563,-75.04774599999999,1,2019-05-18 22:12:24,31,POINT (-75.04774599999999 40.286563)
2100,health_fitness,26.47,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,41.0767,-74.5982,40.683632,-74.364409,1,2019-05-18 22:18:46,31,POINT (-74.364409 40.683632)
2101,shopping_net,1018.08,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,38.2427,-122.9145,38.625008,-122.742773,1,2019-05-18 22:19:44,71,POINT (-122.742773 38.625008)
2102,food_dining,124.67,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,41.0767,-74.5982,40.920282,-74.04571800000001,1,2019-05-18 22:21:21,31,POINT (-74.04571800000001 40.920282)
2103,grocery_pos,313.21,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,38.2427,-122.9145,39.013407,-123.186131,1,2019-05-18 22:47:11,71,POINT (-123.186131 39.013407)
2104,shopping_net,1040.49,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,38.5677,-109.5271,38.679912,-110.397836,1,2019-05-18 22:56:14,35,POINT (-110.397836 38.679912)
2105,shopping_net,881.95,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,38.5677,-109.5271,37.662655,-109.146111,1,2019-05-18 22:57:20,35,POINT (-109.146111 37.662655)
2106,entertainment,495.83,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,41.0767,-74.5982,41.17082,-74.996599,1,2019-05-18 23:10:58,31,POINT (-74.996599 41.17082)
2107,misc_net,799.36,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,38.2427,-122.9145,38.207717,-122.355959,1,2019-05-18 23:14:31,71,POINT (-122.355959 38.207717)
2108,grocery_pos,268.23,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,43.196000000000005,-72.3001,43.161287,-73.189015,1,2019-05-19 01:24:39,37,POINT (-73.189015 43.161287)
2109,misc_net,812.69,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,44.0575,-69.9656,43.986638,-70.114509,1,2019-05-19 01:30:36,28,POINT (-70.114509 43.986638)
2110,grocery_pos,322.8,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,44.0575,-69.9656,43.718963,-69.53648100000001,1,2019-05-19 02:01:40,28,POINT (-69.53648100000001 43.718963)
2111,grocery_pos,317.53,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,41.0767,-74.5982,41.147211,-74.087962,1,2019-05-19 02:02:18,31,POINT (-74.087962 41.147211)
2112,shopping_pos,966.07,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,41.0767,-74.5982,41.500531,-75.20781099999999,1,2019-05-19 03:03:31,31,POINT (-75.20781099999999 41.500531)
2113,grocery_pos,307.58,Nathan,Byrd,M,155 Gregory Mount Suite 791,Red Cliff,CO,39.4584,-106.3851,39.609764,-106.71326100000002,1,2019-05-19 03:15:22,40,POINT (-106.71326100000002 39.609764)
2114,misc_net,749.17,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,44.0575,-69.9656,44.078361,-69.40898100000001,1,2019-05-19 03:30:56,28,POINT (-69.40898100000001 44.078361)
2115,grocery_pos,338.19,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,41.0767,-74.5982,41.627839,-74.512287,1,2019-05-19 03:33:31,31,POINT (-74.512287 41.627839)
